chemin, class, classe_LOC, classe_CLOC, classe_DC, WMC, classe_BC
C:\Users\jeank\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\renderer\category\GroupedStackedBarRenderer.java,GroupedStackedBarRenderer,332,120,0.36144578,41,0.0088157505
C:\Users\jeank\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\renderer\category\IntervalBarRenderer.java,IntervalBarRenderer,220,103,0.46818182,29,0.016144201
C:\Users\jeank\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\renderer\category\LayeredBarRenderer.java,LayeredBarRenderer,428,161,0.37616822,68,0.0055318857
C:\Users\jeank\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\renderer\category\LevelRenderer.java,LevelRenderer,403,190,0.471464,39,0.01208882
C:\Users\jeank\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\renderer\category\LineAndShapeRenderer.java,LineAndShapeRenderer,774,396,0.5116279,109,0.004693834
C:\Users\jeank\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\renderer\category\MinMaxCategoryRenderer.java,MinMaxCategoryRenderer,493,226,0.45841786,58,0.007903757
C:\Users\jeank\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\renderer\category\package-info.java,null,4,3,0.75,0,0.0
C:\Users\jeank\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\renderer\category\ScatterRenderer.java,ScatterRenderer,534,265,0.49625468,68,0.007297863
C:\Users\jeank\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\renderer\category\StackedAreaRenderer.java,StackedAreaRenderer,438,156,0.3561644,48,0.0074200914
C:\Users\jeank\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\renderer\category\StackedBarRenderer.java,StackedBarRenderer,346,133,0.38439307,48,0.008008189
C:\Users\jeank\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\renderer\category\StandardBarPainter.java,StandardBarPainter,202,96,0.47524753,24,0.01980198
C:\Users\jeank\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\renderer\category\StatisticalBarRenderer.java,StatisticalBarRenderer,518,190,0.36679536,67,0.0054745576
C:\Users\jeank\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\renderer\category\StatisticalLineAndShapeRenderer.java,StatisticalLineAndShapeRenderer,426,158,0.37089202,62,0.0059821294
C:\Users\jeank\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\renderer\category\WaterfallBarRenderer.java,WaterfallBarRenderer,429,169,0.3939394,59,0.006676939
C:\Users\jeank\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\renderer\DefaultPolarItemRenderer.java,DefaultPolarItemRenderer,840,356,0.42380953,113,0.0037505268
C:\Users\jeank\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\renderer\GrayPaintScale.java,GrayPaintScale,203,123,0.6059113,19,0.03189007
C:\Users\jeank\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\renderer\LookupPaintScale.java,LookupPaintScale,344,165,0.47965115,39,0.012298748
C:\Users\jeank\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\renderer\NotOutlierException.java,NotOutlierException,57,51,0.8947368,1,0.8947368
C:\Users\jeank\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\renderer\Outlier.java,Outlier,196,130,0.6632653,22,0.030148422
C:\Users\jeank\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\renderer\OutlierList.java,OutlierList,156,107,0.6858974,10,0.06858974
C:\Users\jeank\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\renderer\OutlierListCollection.java,OutlierListCollection,157,108,0.6878981,10,0.06878981
C:\Users\jeank\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\renderer\package-info.java,null,4,3,0.75,0,0.0
C:\Users\jeank\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\renderer\PaintScale.java,PaintScale,73,65,0.89041096,4,0.22260274
C:\Users\jeank\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\renderer\PolarItemRenderer.java,PolarItemRenderer,182,147,0.8076923,26,0.031065088
C:\Users\jeank\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\renderer\RendererState.java,RendererState,103,72,0.69902915,7,0.09986131
C:\Users\jeank\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\renderer\RendererUtils.java,RendererUtils,247,94,0.3805668,38,0.010014916
C:\Users\jeank\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\renderer\WaferMapRenderer.java,WaferMapRenderer,344,145,0.42151162,39,0.01080799
C:\Users\jeank\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\renderer\xy\AbstractXYItemRenderer.java,AbstractXYItemRenderer,1524,561,0.36811024,240,0.0015337927
C:\Users\jeank\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\renderer\xy\CandlestickRenderer.java,CandlestickRenderer,818,394,0.4816626,94,0.00512407
C:\Users\jeank\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\renderer\xy\ClusteredXYBarRenderer.java,ClusteredXYBarRenderer,328,134,0.40853658,41,0.009964307
C:\Users\jeank\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\renderer\xy\CyclicXYItemRenderer.java,CyclicXYItemRenderer,437,191,0.43707094,59,0.007407982
C:\Users\jeank\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\renderer\xy\DefaultXYItemRenderer.java,DefaultXYItemRenderer,52,46,0.88461536,0,0.0
C:\Users\jeank\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\renderer\xy\DeviationRenderer.java,State,342,174,0.50877196,38,0.013388735
C:\Users\jeank\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\renderer\xy\DeviationStepRenderer.java,DeviationStepRenderer,282,110,0.39007092,41,0.009513925
C:\Users\jeank\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\renderer\xy\GradientXYBarPainter.java,GradientXYBarPainter,339,131,0.38643068,35,0.011040877
C:\Users\jeank\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\renderer\xy\HighLowRenderer.java,HighLowRenderer,448,206,0.45982143,66,0.0069669914
C:\Users\jeank\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\renderer\xy\package-info.java,null,4,3,0.75,0,0.0
C:\Users\jeank\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\renderer\xy\SamplingXYLineRenderer.java,State,333,163,0.4894895,27,0.01812924
C:\Users\jeank\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\renderer\xy\StackedXYAreaRenderer.java,StackedXYAreaRenderer,609,274,0.4499179,82,0.0054868036
C:\Users\jeank\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\renderer\xy\StackedXYAreaRenderer2.java,StackedXYAreaRenderer2,493,170,0.3448276,50,0.0068965517
C:\Users\jeank\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\renderer\xy\StackedXYBarRenderer.java,StackedXYBarRenderer,374,152,0.4064171,53,0.007668247
C:\Users\jeank\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\renderer\xy\StandardXYBarPainter.java,StandardXYBarPainter,202,96,0.47524753,24,0.01980198
C:\Users\jeank\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\renderer\xy\StandardXYItemRenderer.java,State,902,437,0.48447895,127,0.0038147948
C:\Users\jeank\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\renderer\xy\VectorRenderer.java,VectorRenderer,314,114,0.36305732,36,0.010084925
C:\Users\jeank\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\renderer\xy\WindItemRenderer.java,WindItemRenderer,157,82,0.522293,5,0.10445859
C:\Users\jeank\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\renderer\xy\XYAreaRenderer.java,XYAreaRenderer,649,265,0.4083205,93,0.004390543
C:\Users\jeank\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\renderer\xy\XYAreaRenderer2.java,XYAreaRenderer2,392,159,0.40561223,42,0.009657434
C:\Users\jeank\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\renderer\xy\XYBarPainter.java,XYBarPainter,80,69,0.8625,3,0.2875
C:\Users\jeank\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\renderer\xy\XYBarRenderer.java,XYBarRenderer,1084,465,0.4289668,182,0.0023569604
C:\Users\jeank\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\renderer\xy\XYBlockRenderer.java,XYBlockRenderer,484,228,0.47107437,74,0.00636587
C:\Users\jeank\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\renderer\xy\XYBoxAndWhiskerRenderer.java,XYBoxAndWhiskerRenderer,733,310,0.4229195,92,0.0045969514
C:\Users\jeank\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\renderer\xy\XYBubbleRenderer.java,XYBubbleRenderer,311,119,0.38263667,43,0.008898527
C:\Users\jeank\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\renderer\xy\XYDifferenceRenderer.java,XYDifferenceRenderer,1057,370,0.3500473,127,0.0027562778
C:\Users\jeank\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\renderer\xy\XYDotRenderer.java,XYDotRenderer,336,167,0.49702382,45,0.0110449735
C:\Users\jeank\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\renderer\xy\XYErrorRenderer.java,XYErrorRenderer,415,204,0.49156627,47,0.010458857
C:\Users\jeank\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\renderer\xy\XYItemRenderer.java,XYItemRenderer,1327,1158,0.8726451,315,0.002770302
C:\Users\jeank\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\renderer\xy\XYItemRendererState.java,XYItemRendererState,182,145,0.7967033,12,0.06639194
C:\Users\jeank\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\renderer\xy\XYLineAndShapeRenderer.java,State,1078,569,0.5278293,152,0.003472561
C:\Users\jeank\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\renderer\xy\XYShapeRenderer.java,XYShapeRenderer,562,292,0.519573,75,0.0069276397
C:\Users\jeank\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\renderer\xy\XYSplineRenderer.java,XYSplineState,463,212,0.45788336,55,0.008325152
C:\Users\jeank\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\renderer\xy\XYStepAreaRenderer.java,XYStepAreaRenderer,565,273,0.48318583,81,0.005965257
C:\Users\jeank\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\renderer\xy\XYStepRenderer.java,XYStepRenderer,316,154,0.48734176,33,0.014767932
C:\Users\jeank\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\renderer\xy\YIntervalRenderer.java,YIntervalRenderer,277,135,0.48736462,34,0.014334254
C:\Users\jeank\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\StandardChartTheme.java,StandardChartTheme,1644,726,0.44160584,291,0.0015175458
C:\Users\jeank\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\swing\AbstractOverlay.java,AbstractOverlay,101,69,0.6831683,8,0.08539604
C:\Users\jeank\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\swing\ApplicationFrame.java,ApplicationFrame,114,79,0.69298244,8,0.086622804
C:\Users\jeank\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\swing\ChartFrame.java,ChartFrame,83,58,0.6987952,2,0.3493976
C:\Users\jeank\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\swing\ChartMouseEvent.java,ChartMouseEvent,96,68,0.7083333,10,0.07083333
C:\Users\jeank\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\swing\ChartMouseListener.java,ChartMouseListener,59,52,0.88135594,2,0.44067797
C:\Users\jeank\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\swing\ChartPanel.java,ChartPanel,2750,1202,0.4370909,334,0.0013086554
C:\Users\jeank\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\swing\CrosshairOverlay.java,CrosshairOverlay,567,173,0.30511463,112,0.0027242377
C:\Users\jeank\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\swing\DefaultSelectionZoomStrategy.java,DefaultSelectionZoomStrategy,239,83,0.34728032,33,0.010523646
C:\Users\jeank\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\swing\editor\ChartEditor.java,ChartEditor,52,46,0.88461536,1,0.88461536
C:\Users\jeank\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\swing\editor\ChartEditorFactory.java,ChartEditorFactory,50,45,0.9,1,0.9
C:\Users\jeank\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\swing\editor\ChartEditorManager.java,ChartEditorManager,81,63,0.7777778,6,0.12962963
C:\Users\jeank\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\swing\editor\DefaultAxisEditor.java,null,443,222,0.5011287,33,0.0151857175
C:\Users\jeank\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\swing\editor\DefaultChartEditor.java,null,233,90,0.38626608,12,0.03218884
C:\Users\jeank\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\swing\editor\DefaultChartEditorFactory.java,DefaultChartEditorFactory,58,48,0.82758623,1,0.82758623
C:\Users\jeank\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\swing\editor\DefaultLogAxisEditor.java,DefaultLogAxisEditor,148,66,0.44594595,11,0.040540542
C:\Users\jeank\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\swing\editor\DefaultNumberAxisEditor.java,null,151,54,0.3576159,11,0.032510534
C:\Users\jeank\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\swing\editor\DefaultPlotEditor.java,null,561,196,0.3493761,93,0.0037567324
C:\Users\jeank\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\swing\editor\DefaultPolarPlotEditor.java,DefaultPolarPlotEditor,187,77,0.4117647,15,0.02745098
C:\Users\jeank\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\swing\editor\DefaultTitleEditor.java,null,253,98,0.38735178,21,0.018445322
C:\Users\jeank\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\swing\editor\DefaultValueAxisEditor.java,null,367,141,0.3841962,39,0.009851185
C:\Users\jeank\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\swing\editor\FontChooserPanel.java,FontChooserPanel,182,69,0.3791209,14,0.027080063
C:\Users\jeank\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\swing\editor\FontDisplayField.java,FontDisplayField,86,57,0.6627907,4,0.16569768
C:\Users\jeank\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\swing\editor\LCBLayout.java,LCBLayout,236,96,0.40677965,27,0.015065913
C:\Users\jeank\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\swing\editor\package-info.java,null,4,3,0.75,1,0.75
C:\Users\jeank\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\swing\editor\PaintSample.java,PaintSample,100,57,0.57,4,0.1425
C:\Users\jeank\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\swing\editor\StrokeChooserPanel.java,StrokeChooserPanel,83,53,0.6385542,4,0.15963855
C:\Users\jeank\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\swing\editor\StrokeSample.java,StrokeSample,146,74,0.5068493,11,0.046077207
C:\Users\jeank\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\swing\MouseWheelHandler.java,MouseWheelHandler,139,75,0.53956836,13,0.04150526
C:\Users\jeank\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\swing\NumberCellRenderer.java,NumberCellRenderer,78,48,0.61538464,5,0.12307693
C:\Users\jeank\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\swing\Overlay.java,Overlay,78,71,0.9102564,9,0.1011396
C:\Users\jeank\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\swing\OverlayChangeEvent.java,OverlayChangeEvent,50,44,0.88,1,0.88
C:\Users\jeank\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\swing\OverlayChangeListener.java,OverlayChangeListener,48,43,0.8958333,1,0.8958333
C:\Users\jeank\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\swing\package-info.java,null,4,3,0.75,0,0.0
C:\Users\jeank\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\swing\PolarChartPanel.java,PolarChartPanel,215,99,0.4604651,18,0.025581395
C:\Users\jeank\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\swing\SelectionZoomStrategy.java,SelectionZoomStrategy,160,136,0.85,24,0.035416666
C:\Users\jeank\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\swing\UIUtils.java,UIUtils,181,100,0.5524862,15,0.03683241
C:\Users\jeank\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\text\AttributedStringUtils.java,AttributedStringUtils,88,45,0.5113636,8,0.06392045
C:\Users\jeank\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\text\format\HexNumberFormat.java,HexNumberFormat,136,91,0.6691176,12,0.055759802
C:\Users\jeank\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\text\format\HMSNumberFormat.java,HMSNumberFormat,105,76,0.72380954,9,0.08042328
C:\Users\jeank\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\text\format\LogFormat.java,LogFormat,222,125,0.5630631,26,0.021656273
C:\Users\jeank\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\text\format\package-info.java,null,4,3,0.75,0,0.0
C:\Users\jeank\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\text\format\RelativeDateFormat.java,RelativeDateFormat,501,285,0.56886226,60,0.009481038
C:\Users\jeank\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\text\G2TextMeasurer.java,G2TextMeasurer,63,45,0.71428573,1,0.71428573
C:\Users\jeank\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\text\package-info.java,null,4,3,0.75,0,0.0
C:\Users\jeank\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\text\TextAnchor.java,TextAnchor,145,94,0.64827585,8,0.08103448
C:\Users\jeank\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\text\TextBlock.java,TextBlock,272,135,0.49632353,38,0.013061145
C:\Users\jeank\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\text\TextBlockAnchor.java,TextBlockAnchor,55,43,0.7818182,1,0.7818182
C:\Users\jeank\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\text\TextBox.java,TextBox,378,181,0.47883597,40,0.011970899
C:\Users\jeank\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\text\TextFragment.java,TextFragment,268,144,0.53731346,39,0.013777268
C:\Users\jeank\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\text\TextLine.java,TextLine,222,114,0.5135135,29,0.017707363
C:\Users\jeank\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\text\TextMeasurer.java,TextMeasurer,44,40,0.90909094,1,0.90909094
C:\Users\jeank\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\text\TextUtils.java,TextUtils,699,307,0.43919885,118,0.0037220242
C:\Users\jeank\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\title\CompositeTitle.java,CompositeTitle,223,126,0.5650224,28,0.020179372
C:\Users\jeank\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\title\DateTitle.java,DateTitle,154,117,0.75974023,7,0.10853432
C:\Users\jeank\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\title\ImageTitle.java,ImageTitle,330,155,0.46969697,37,0.0126945125
C:\Users\jeank\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\title\package-info.java,null,4,3,0.75,0,0.0
C:\Users\jeank\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\title\ShortTextTitle.java,ShortTextTitle,223,104,0.46636772,36,0.012954659
C:\Users\jeank\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\title\TextTitle.java,TextTitle,800,336,0.42,144,0.0029166667
C:\Users\jeank\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\title\Title.java,Title,396,219,0.5530303,49,0.011286333
C:\Users\jeank\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\urls\CategoryURLGenerator.java,CategoryURLGenerator,73,67,0.91780823,7,0.13111547
C:\Users\jeank\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\urls\CustomCategoryURLGenerator.java,CustomCategoryURLGenerator,179,91,0.5083799,26,0.019553073
C:\Users\jeank\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\urls\CustomPieURLGenerator.java,CustomPieURLGenerator,204,109,0.53431374,23,0.023231031
C:\Users\jeank\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\urls\CustomXYURLGenerator.java,CustomXYURLGenerator,193,104,0.5388601,29,0.018581383
C:\Users\jeank\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\urls\package-info.java,null,4,3,0.75,0,0.0
C:\Users\jeank\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\urls\PieURLGenerator.java,PieURLGenerator,64,59,0.921875,5,0.184375
C:\Users\jeank\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\urls\StandardCategoryURLGenerator.java,StandardCategoryURLGenerator,179,96,0.5363129,12,0.04469274
C:\Users\jeank\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\urls\StandardPieURLGenerator.java,StandardPieURLGenerator,151,82,0.54304636,18,0.030169241
C:\Users\jeank\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\urls\StandardXYURLGenerator.java,StandardXYURLGenerator,140,82,0.5857143,10,0.058571428
C:\Users\jeank\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\urls\StandardXYZURLGenerator.java,StandardXYZURLGenerator,60,51,0.85,3,0.28333333
C:\Users\jeank\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\urls\TimeSeriesURLGenerator.java,TimeSeriesURLGenerator,183,93,0.5081967,22,0.02309985
C:\Users\jeank\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\urls\XYURLGenerator.java,XYURLGenerator,66,61,0.92424244,7,0.13203463
C:\Users\jeank\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\urls\XYZURLGenerator.java,XYZURLGenerator,61,56,0.91803277,5,0.18360655
C:\Users\jeank\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\util\AttrStringUtils.java,AttrStringUtils,299,117,0.39130434,49,0.007985803
C:\Users\jeank\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\util\DefaultShadowGenerator.java,DefaultShadowGenerator,284,134,0.471831,33,0.014297909
C:\Users\jeank\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\util\DirectionalGradientPaintTransformer.java,DirectionalGradientPaintTransformer,125,77,0.616,5,0.1232
C:\Users\jeank\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\util\ExportUtils.java,ExportUtils,211,99,0.46919432,16,0.029324645
C:\Users\jeank\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\util\GradientPaintTransformer.java,GradientPaintTransformer,47,41,0.87234044,3,0.29078016
C:\Users\jeank\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\util\GradientPaintTransformType.java,GradientPaintTransformType,40,33,0.825,0,0.0
C:\Users\jeank\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\util\package-info.java,null,4,3,0.75,0,0.0
C:\Users\jeank\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\util\PaintAlpha.java,PaintAlpha,355,229,0.64507043,36,0.017918624
C:\Users\jeank\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\util\ShadowGenerator.java,ShadowGenerator,68,61,0.89705884,3,0.2990196
C:\Users\jeank\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\util\StandardGradientPaintTransformer.java,StandardGradientPaintTransformer,156,77,0.49358973,21,0.023504272
C:\Users\jeank\Downloads\jfreechart-master\jfreechart-master\src\main\java\org\jfree\chart\util\StringUtils.java,StringUtils,87,62,0.7126437,5,0.14252874
